16000000	16000000	9
16100000	16100000	5
16000000	16200000	1
16200000	16200000	10
16200000	16300000	1
16300000	16300000	27
16200000	16400000	1
16400000	16400000	1
16400000	16500000	1
16500000	16500000	2
16200000	16800000	1
16300000	16800000	2
16500000	16800000	1
16800000	16800000	549
16200000	16900000	2
16400000	16900000	2
16600000	16900000	1
16800000	16900000	108
16900000	16900000	490
16000000	17000000	2
16200000	17000000	2
16400000	17000000	1
16500000	17000000	1
16600000	17000000	1
16800000	17000000	63
16900000	17000000	96
17000000	17000000	1568
16100000	17100000	1
16300000	17100000	1
16600000	17100000	1
16800000	17100000	33
16900000	17100000	41
17000000	17100000	279
17100000	17100000	809
16200000	17200000	2
16300000	17200000	2
16400000	17200000	2
16500000	17200000	2
16800000	17200000	32
16900000	17200000	54
17000000	17200000	142
17100000	17200000	201
17200000	17200000	1733
16000000	17300000	1
16100000	17300000	2
16200000	17300000	2
16300000	17300000	1
16500000	17300000	1
16800000	17300000	39
16900000	17300000	52
17000000	17300000	126
17100000	17300000	127
17200000	17300000	654
17300000	17300000	2701
16200000	17400000	1
16300000	17400000	1
16500000	17400000	2
16800000	17400000	43
16900000	17400000	46
17000000	17400000	136
17100000	17400000	117
17200000	17400000	322
17300000	17400000	833
17400000	17400000	6393
16200000	17500000	3
16300000	17500000	1
16400000	17500000	1
16500000	17500000	1
16800000	17500000	12
16900000	17500000	14
17000000	17500000	81
17100000	17500000	55
17200000	17500000	200
17300000	17500000	446
17400000	17500000	1397
17500000	17500000	5606
16000000	17600000	1
16200000	17600000	1
16500000	17600000	1
16800000	17600000	8
16900000	17600000	11
17000000	17600000	43
17100000	17600000	42
17200000	17600000	125
17300000	17600000	250
17400000	17600000	583
17500000	17600000	1921
17600000	17600000	7583
16000000	17700000	1
16500000	17700000	1
16800000	17700000	8
16900000	17700000	6
17000000	17700000	41
17100000	17700000	26
17200000	17700000	66
17300000	17700000	152
17400000	17700000	407
17500000	17700000	724
17600000	17700000	1823
17700000	17700000	7406
16300000	17800000	2
16800000	17800000	8
16900000	17800000	10
17000000	17800000	36
17100000	17800000	33
17200000	17800000	84
17300000	17800000	149
17400000	17800000	362
17500000	17800000	560
17600000	17800000	1003
17700000	17800000	2076
17800000	17800000	6569
16200000	17900000	4
16300000	17900000	1
16800000	17900000	7
16900000	17900000	12
17000000	17900000	30
17100000	17900000	31
17200000	17900000	88
17300000	17900000	156
17400000	17900000	387
17500000	17900000	776
17600000	17900000	1096
17700000	17900000	1280
17800000	17900000	1966
17900000	17900000	7106
16000000	18000000	1
16400000	18000000	2
16500000	18000000	1
16800000	18000000	8
16900000	18000000	12
17000000	18000000	36
17100000	18000000	25
17200000	18000000	40
17300000	18000000	106
17400000	18000000	264
17500000	18000000	540
17600000	18000000	818
17700000	18000000	726
17800000	18000000	763
17900000	18000000	1465
18000000	18000000	7345
16000000	18100000	1
16200000	18100000	2
16300000	18100000	1
16400000	18100000	1
16600000	18100000	1
16800000	18100000	6
16900000	18100000	6
17000000	18100000	20
17100000	18100000	19
17200000	18100000	38
17300000	18100000	76
17400000	18100000	167
17500000	18100000	288
17600000	18100000	427
17700000	18100000	386
17800000	18100000	360
17900000	18100000	482
18000000	18100000	1662
18100000	18100000	6889
16200000	18200000	1
16800000	18200000	4
16900000	18200000	11
17000000	18200000	15
17100000	18200000	16
17200000	18200000	36
17300000	18200000	50
17400000	18200000	143
17500000	18200000	229
17600000	18200000	284
17700000	18200000	274
17800000	18200000	278
17900000	18200000	355
18000000	18200000	910
18100000	18200000	1484
18200000	18200000	6495
16200000	18300000	1
16800000	18300000	6
16900000	18300000	6
17000000	18300000	23
17100000	18300000	8
17200000	18300000	33
17300000	18300000	61
17400000	18300000	100
17500000	18300000	174
17600000	18300000	233
17700000	18300000	201
17800000	18300000	209
17900000	18300000	245
18000000	18300000	520
18100000	18300000	526
18200000	18300000	1737
18300000	18300000	7022
16400000	18400000	2
16800000	18400000	7
16900000	18400000	6
17000000	18400000	21
17100000	18400000	12
17200000	18400000	24
17300000	18400000	52
17400000	18400000	119
17500000	18400000	147
17600000	18400000	185
17700000	18400000	203
17800000	18400000	195
17900000	18400000	213
18000000	18400000	376
18100000	18400000	462
18200000	18400000	758
18300000	18400000	2215
18400000	18400000	7382
16800000	18500000	3
16900000	18500000	5
17000000	18500000	21
17100000	18500000	12
17200000	18500000	33
17300000	18500000	63
17400000	18500000	135
17500000	18500000	181
17600000	18500000	218
17700000	18500000	205
17800000	18500000	234
17900000	18500000	219
18000000	18500000	459
18100000	18500000	530
18200000	18500000	1129
18300000	18500000	1706
18400000	18500000	2093
18500000	18500000	7529
16800000	18600000	1
16900000	18600000	2
17000000	18600000	8
17100000	18600000	4
17200000	18600000	9
17300000	18600000	17
17400000	18600000	44
17500000	18600000	65
17600000	18600000	96
17700000	18600000	77
17800000	18600000	74
17900000	18600000	95
18000000	18600000	141
18100000	18600000	168
18200000	18600000	290
18300000	18600000	410
18400000	18600000	382
18500000	18600000	1056
18600000	18600000	2821
16200000	18700000	1
17400000	18700000	1
17600000	18700000	1
17700000	18700000	2
18000000	18700000	2
18200000	18700000	3
18300000	18700000	8
18400000	18700000	3
18500000	18700000	2
18600000	18700000	3
18700000	18700000	7
17000000	18800000	2
17200000	18800000	6
17300000	18800000	12
17400000	18800000	7
17500000	18800000	11
17600000	18800000	14
17700000	18800000	19
17800000	18800000	9
17900000	18800000	22
18000000	18800000	15
18100000	18800000	22
18200000	18800000	29
18300000	18800000	30
18400000	18800000	40
18500000	18800000	39
18600000	18800000	38
18700000	18800000	1
18800000	18800000	580
16900000	18900000	2
17000000	18900000	8
17100000	18900000	5
17200000	18900000	17
17300000	18900000	32
17400000	18900000	27
17500000	18900000	39
17600000	18900000	49
17700000	18900000	43
17800000	18900000	45
17900000	18900000	56
18000000	18900000	59
18100000	18900000	80
18200000	18900000	94
18300000	18900000	118
18400000	18900000	126
18500000	18900000	138
18600000	18900000	92
18700000	18900000	2
18800000	18900000	317
18900000	18900000	4797
16200000	19000000	1
16800000	19000000	5
16900000	19000000	6
17000000	19000000	9
17100000	19000000	5
17200000	19000000	9
17300000	19000000	20
17400000	19000000	40
17500000	19000000	47
17600000	19000000	43
17700000	19000000	53
17800000	19000000	64
17900000	19000000	50
18000000	19000000	72
18100000	19000000	79
18200000	19000000	117
18300000	19000000	123
18400000	19000000	138
18500000	19000000	137
18600000	19000000	92
18800000	19000000	130
18900000	19000000	1692
19000000	19000000	6273
16300000	19100000	1
16500000	19100000	1
16800000	19100000	3
16900000	19100000	3
17000000	19100000	14
17100000	19100000	8
17200000	19100000	13
17300000	19100000	16
17400000	19100000	26
17500000	19100000	50
17600000	19100000	63
17700000	19100000	49
17800000	19100000	60
17900000	19100000	50
18000000	19100000	87
18100000	19100000	94
18200000	19100000	107
18300000	19100000	97
18400000	19100000	113
18500000	19100000	116
18600000	19100000	71
18700000	19100000	2
18800000	19100000	89
18900000	19100000	740
19000000	19100000	1650
19100000	19100000	7265
16400000	19200000	1
16800000	19200000	1
16900000	19200000	2
17000000	19200000	6
17100000	19200000	7
17200000	19200000	13
17300000	19200000	25
17400000	19200000	34
17500000	19200000	46
17600000	19200000	60
17700000	19200000	38
17800000	19200000	52
17900000	19200000	60
18000000	19200000	62
18100000	19200000	84
18200000	19200000	87
18300000	19200000	80
18400000	19200000	116
18500000	19200000	122
18600000	19200000	56
18700000	19200000	1
18800000	19200000	77
18900000	19200000	508
19000000	19200000	690
19100000	19200000	2095
19200000	19200000	7567
16200000	19300000	1
16800000	19300000	6
16900000	19300000	3
17000000	19300000	4
17100000	19300000	5
17200000	19300000	9
17300000	19300000	21
17400000	19300000	36
17500000	19300000	39
17600000	19300000	51
17700000	19300000	42
17800000	19300000	42
17900000	19300000	59
18000000	19300000	49
18100000	19300000	67
18200000	19300000	68
18300000	19300000	90
18400000	19300000	84
18500000	19300000	87
18600000	19300000	48
18800000	19300000	64
18900000	19300000	420
19000000	19300000	560
19100000	19300000	1020
19200000	19300000	2180
19300000	19300000	7233
16200000	19400000	1
16500000	19400000	1
16800000	19400000	3
16900000	19400000	5
17000000	19400000	13
17100000	19400000	2
17200000	19400000	15
17300000	19400000	23
17400000	19400000	33
17500000	19400000	33
17600000	19400000	48
17700000	19400000	47
17800000	19400000	51
17900000	19400000	47
18000000	19400000	59
18100000	19400000	78
18200000	19400000	96
18300000	19400000	83
18400000	19400000	91
18500000	19400000	90
18600000	19400000	61
18700000	19400000	3
18800000	19400000	68
18900000	19400000	403
19000000	19400000	487
19100000	19400000	937
19200000	19400000	903
19300000	19400000	1625
19400000	19400000	6950
16800000	19500000	5
17000000	19500000	5
17100000	19500000	5
17200000	19500000	6
17300000	19500000	8
17400000	19500000	29
17500000	19500000	35
17600000	19500000	42
17700000	19500000	30
17800000	19500000	47
17900000	19500000	42
18000000	19500000	53
18100000	19500000	63
18200000	19500000	83
18300000	19500000	81
18400000	19500000	88
18500000	19500000	88
18600000	19500000	50
18700000	19500000	2
18800000	19500000	39
18900000	19500000	379
19000000	19500000	428
19100000	19500000	590
19200000	19500000	688
19300000	19500000	756
19400000	19500000	1729
19500000	19500000	7072
16100000	19600000	2
16500000	19600000	1
16800000	19600000	2
16900000	19600000	4
17000000	19600000	4
17100000	19600000	7
17200000	19600000	4
17300000	19600000	12
17400000	19600000	21
17500000	19600000	36
17600000	19600000	48
17700000	19600000	43
17800000	19600000	41
17900000	19600000	36
18000000	19600000	48
18100000	19600000	55
18200000	19600000	48
18300000	19600000	70
18400000	19600000	71
18500000	19600000	102
18600000	19600000	57
18700000	19600000	2
18800000	19600000	67
18900000	19600000	453
19000000	19600000	484
19100000	19600000	706
19200000	19600000	723
19300000	19600000	757
19400000	19600000	1120
19500000	19600000	2041
19600000	19600000	8081
16500000	19700000	1
17000000	19700000	2
17100000	19700000	1
17200000	19700000	10
17300000	19700000	13
17400000	19700000	26
17500000	19700000	29
17600000	19700000	36
17700000	19700000	45
17800000	19700000	33
17900000	19700000	35
18000000	19700000	43
18100000	19700000	44
18200000	19700000	67
18300000	19700000	67
18400000	19700000	68
18500000	19700000	66
18600000	19700000	31
18800000	19700000	30
18900000	19700000	211
19000000	19700000	266
19100000	19700000	325
19200000	19700000	306
19300000	19700000	283
19400000	19700000	390
19500000	19700000	566
19600000	19700000	1632
19700000	19700000	6646
16300000	19800000	1
16800000	19800000	2
16900000	19800000	2
17000000	19800000	8
17100000	19800000	3
17200000	19800000	9
17300000	19800000	18
17400000	19800000	23
17500000	19800000	25
17600000	19800000	38
17700000	19800000	32
17800000	19800000	27
17900000	19800000	35
18000000	19800000	46
18100000	19800000	48
18200000	19800000	52
18300000	19800000	60
18400000	19800000	68
18500000	19800000	63
18600000	19800000	27
18800000	19800000	29
18900000	19800000	158
19000000	19800000	204
19100000	19800000	274
19200000	19800000	246
19300000	19800000	240
19400000	19800000	357
19500000	19800000	429
19600000	19800000	1018
19700000	19800000	2799
19800000	19800000	7536
16800000	19900000	1
16900000	19900000	3
17000000	19900000	5
17100000	19900000	4
17200000	19900000	9
17300000	19900000	6
17400000	19900000	23
17500000	19900000	23
17600000	19900000	32
17700000	19900000	31
17800000	19900000	30
17900000	19900000	21
18000000	19900000	28
18100000	19900000	52
18200000	19900000	39
18300000	19900000	41
18400000	19900000	60
18500000	19900000	58
18600000	19900000	26
18700000	19900000	1
18800000	19900000	24
18900000	19900000	121
19000000	19900000	157
19100000	19900000	225
19200000	19900000	182
19300000	19900000	192
19400000	19900000	317
19500000	19900000	363
19600000	19900000	751
19700000	19900000	1318
19800000	19900000	1656
19900000	19900000	6457
16000000	20000000	1
16900000	20000000	5
17000000	20000000	6
17100000	20000000	1
17200000	20000000	4
17300000	20000000	10
17400000	20000000	11
17500000	20000000	23
17600000	20000000	28
17700000	20000000	20
17800000	20000000	21
17900000	20000000	36
18000000	20000000	35
18100000	20000000	46
18200000	20000000	28
18300000	20000000	39
18400000	20000000	40
18500000	20000000	62
18600000	20000000	19
18800000	20000000	12
18900000	20000000	74
19000000	20000000	94
19100000	20000000	167
19200000	20000000	136
19300000	20000000	170
19400000	20000000	201
19500000	20000000	201
19600000	20000000	392
19700000	20000000	533
19800000	20000000	652
19900000	20000000	2151
20000000	20000000	7573
16800000	20100000	1
16900000	20100000	3
17000000	20100000	7
17100000	20100000	6
17200000	20100000	15
17300000	20100000	11
17400000	20100000	14
17500000	20100000	17
17600000	20100000	16
17700000	20100000	20
17800000	20100000	15
17900000	20100000	20
18000000	20100000	29
18100000	20100000	30
18200000	20100000	31
18300000	20100000	26
18400000	20100000	33
18500000	20100000	39
18600000	20100000	13
18700000	20100000	1
18800000	20100000	12
18900000	20100000	61
19000000	20100000	81
19100000	20100000	96
19200000	20100000	77
19300000	20100000	83
19400000	20100000	112
19500000	20100000	111
19600000	20100000	186
19700000	20100000	269
19800000	20100000	287
19900000	20100000	649
20000000	20100000	1360
20100000	20100000	6050
16800000	20200000	1
16900000	20200000	4
17000000	20200000	3
17100000	20200000	3
17200000	20200000	2
17300000	20200000	11
17400000	20200000	9
17500000	20200000	15
17600000	20200000	11
17700000	20200000	22
17800000	20200000	13
17900000	20200000	16
18000000	20200000	21
18100000	20200000	24
18200000	20200000	26
18300000	20200000	22
18400000	20200000	27
18500000	20200000	35
18600000	20200000	6
18700000	20200000	1
18800000	20200000	5
18900000	20200000	52
19000000	20200000	64
19100000	20200000	87
19200000	20200000	65
19300000	20200000	68
19400000	20200000	103
19500000	20200000	78
19600000	20200000	156
19700000	20200000	203
19800000	20200000	232
19900000	20200000	409
20000000	20200000	623
20100000	20200000	2407
20200000	20200000	4997
16800000	20300000	1
17000000	20300000	1
17300000	20300000	1
17500000	20300000	1
17600000	20300000	2
17700000	20300000	3
17800000	20300000	2
17900000	20300000	2
18000000	20300000	3
18100000	20300000	3
18200000	20300000	2
18300000	20300000	2
18400000	20300000	7
18500000	20300000	6
18600000	20300000	6
18800000	20300000	2
18900000	20300000	8
19000000	20300000	5
19100000	20300000	9
19200000	20300000	7
19300000	20300000	9
19400000	20300000	14
19500000	20300000	7
19600000	20300000	13
19700000	20300000	17
19800000	20300000	20
19900000	20300000	41
20000000	20300000	50
20100000	20300000	140
20200000	20300000	197
20300000	20300000	289
20400000	20400000	1
17600000	20500000	1
17800000	20500000	1
18100000	20500000	1
20100000	20500000	1
17500000	20600000	1
17700000	20600000	1
18300000	20600000	2
18400000	20600000	1
18500000	20600000	1
18600000	20600000	2
18800000	20600000	1
18900000	20600000	2
19100000	20600000	3
19200000	20600000	2
19300000	20600000	3
19700000	20600000	1
20000000	20600000	1
20600000	20600000	2
16800000	20700000	1
16900000	20700000	3
17000000	20700000	2
17100000	20700000	6
17200000	20700000	8
17300000	20700000	15
17400000	20700000	13
17500000	20700000	14
17600000	20700000	20
17700000	20700000	16
17800000	20700000	18
17900000	20700000	14
18000000	20700000	33
18100000	20700000	26
18200000	20700000	24
18300000	20700000	27
18400000	20700000	26
18500000	20700000	47
18600000	20700000	13
18700000	20700000	1
18800000	20700000	5
18900000	20700000	33
19000000	20700000	50
19100000	20700000	68
19200000	20700000	42
19300000	20700000	63
19400000	20700000	73
19500000	20700000	70
19600000	20700000	101
19700000	20700000	109
19800000	20700000	152
19900000	20700000	185
20000000	20700000	261
20100000	20700000	491
20200000	20700000	575
20300000	20700000	143
20600000	20700000	1
20700000	20700000	5100
16800000	20800000	1
16900000	20800000	3
17000000	20800000	5
17100000	20800000	2
17200000	20800000	7
17300000	20800000	7
17400000	20800000	17
17500000	20800000	26
17600000	20800000	24
17700000	20800000	29
17800000	20800000	22
17900000	20800000	19
18000000	20800000	29
18100000	20800000	36
18200000	20800000	40
18300000	20800000	43
18400000	20800000	49
18500000	20800000	43
18600000	20800000	16
18700000	20800000	1
18800000	20800000	13
18900000	20800000	53
19000000	20800000	67
19100000	20800000	92
19200000	20800000	76
19300000	20800000	94
19400000	20800000	100
19500000	20800000	88
19600000	20800000	116
19700000	20800000	136
19800000	20800000	178
19900000	20800000	228
20000000	20800000	301
20100000	20800000	515
20200000	20800000	518
